Date,Open,High,Low,Close,Adj Close,Volume
2016-01-18,135.000000,138.000000,134.500000,137.000000,114.137489,36757000
2016-01-19,137.500000,138.000000,136.000000,138.000000,114.970581,23737000
2016-01-20,137.500000,137.500000,133.500000,134.500000,112.054672,43839000
2016-01-21,134.000000,136.500000,134.000000,135.000000,112.471230,31933000
2016-01-22,136.500000,138.500000,136.000000,138.500000,115.387154,33889000
2016-01-25,140.000000,140.000000,139.000000,139.500000,116.220284,27184000
2016-01-26,137.500000,139.000000,137.000000,137.500000,114.554039,24049000
2016-01-27,139.000000,139.500000,138.500000,139.500000,116.220284,24029000
2016-01-28,138.000000,140.500000,138.000000,140.000000,116.636826,37867000
2016-01-29,138.500000,143.000000,138.000000,143.000000,119.136185,55616000
2016-01-30,null,null,null,null,null,null
2016-02-01,144.000000,144.000000,141.500000,144.000000,119.969322,40943000
2016-02-02,144.000000,144.500000,141.500000,142.500000,118.719627,25380000
2016-02-03,145.000000,146.000000,144.500000,146.000000,121.635536,70465000
2016-02-15,142.000000,146.500000,142.000000,145.000000,120.802422,72875000
2016-02-16,146.000000,148.000000,145.500000,147.500000,122.885239,55006000
2016-02-17,149.000000,149.000000,147.000000,148.000000,123.301804,38453000
2016-02-18,150.000000,151.000000,149.500000,151.000000,125.801163,61657000
2016-02-19,149.000000,151.000000,149.000000,151.000000,125.801163,35668000
2016-02-22,149.500000,152.500000,149.500000,151.000000,125.801163,27003000
2016-02-23,150.500000,151.000000,149.000000,149.500000,124.551460,22302000
2016-02-24,149.500000,150.500000,147.000000,148.000000,123.301804,22026000
2016-02-25,149.000000,151.000000,148.500000,150.500000,125.384583,25202000
2016-02-26,151.000000,151.500000,148.000000,149.000000,124.134911,37655000
2016-03-01,148.500000,152.000000,148.500000,152.000000,126.634277,38629000
2016-03-02,154.000000,154.500000,153.000000,153.000000,127.467392,36010000
2016-03-03,154.000000,154.500000,153.000000,154.000000,128.300507,28822000
2016-03-04,153.000000,153.500000,151.500000,152.500000,127.050835,32794000
2016-03-07,152.500000,153.500000,151.000000,152.000000,126.634277,23906000
2016-03-08,151.000000,152.000000,149.500000,152.000000,126.634277,35683000
2016-03-09,152.000000,153.000000,150.500000,153.000000,127.467392,24004000
2016-03-10,153.000000,154.500000,151.500000,154.500000,128.717087,28302000
2016-03-11,154.500000,155.000000,153.000000,155.000000,129.133667,29566000
2016-03-14,156.500000,157.500000,155.500000,156.000000,129.966751,32751000
2016-03-15,155.000000,156.500000,153.000000,154.500000,128.717087,28689000
2016-03-16,155.500000,156.000000,154.000000,156.000000,129.966751,30962000
2016-03-17,159.500000,160.000000,157.500000,158.500000,132.049561,48193000
2016-03-18,158.500000,159.500000,158.500000,159.500000,132.882690,55975000
2016-03-21,160.000000,160.000000,158.000000,160.000000,133.299240,26100000
2016-03-22,159.500000,159.500000,157.000000,158.500000,132.049561,25809000
2016-03-23,158.500000,159.500000,158.000000,159.500000,132.882690,27478000
2016-03-24,158.000000,159.000000,157.000000,158.500000,132.049561,24853000
2016-03-25,158.500000,159.000000,157.000000,158.000000,131.632996,10175000
2016-03-28,158.000000,159.000000,157.000000,159.000000,132.466110,15268000
2016-03-29,158.500000,159.500000,158.000000,159.000000,132.466110,18977000
2016-03-30,158.500000,162.000000,158.500000,161.500000,134.548920,43616000
2016-03-31,162.000000,163.000000,159.000000,162.000000,134.965485,49433000
2016-04-01,161.000000,161.000000,157.500000,158.500000,132.049561,31564000
2016-04-06,155.500000,156.000000,153.500000,153.500000,127.883949,58134000
2016-04-07,155.000000,155.000000,152.500000,154.500000,128.717087,35238000
2016-04-08,154.000000,158.000000,154.000000,157.500000,131.216461,41032000
2016-04-11,156.000000,159.000000,155.500000,158.500000,132.049561,21758000
2016-04-12,157.500000,159.500000,157.500000,158.500000,132.049561,14859000
2016-04-13,160.000000,162.000000,159.500000,161.500000,134.548920,39611000
2016-04-14,162.000000,162.500000,160.000000,161.500000,134.548920,31338000
2016-04-15,157.000000,160.000000,156.000000,159.500000,132.882690,48779000
2016-04-18,158.000000,158.500000,157.500000,158.000000,131.632996,20279000
2016-04-19,160.000000,161.000000,157.000000,157.500000,131.216461,26577000
2016-04-20,157.500000,158.000000,154.000000,154.000000,128.300507,40996000
2016-04-21,156.000000,157.000000,154.000000,157.000000,130.799866,29723000
2016-04-22,155.500000,158.000000,155.000000,156.500000,130.383316,28990000
2016-04-25,156.500000,157.500000,156.000000,157.500000,131.216461,14306000
2016-04-26,156.500000,158.500000,156.500000,158.000000,131.632996,18119000
2016-04-27,156.000000,157.500000,155.500000,156.500000,130.383316,28845000
2016-04-28,157.500000,158.000000,153.000000,153.000000,127.467392,48915000
2016-04-29,151.000000,151.000000,149.000000,150.000000,124.968025,66445000
2016-05-03,148.000000,148.500000,146.500000,147.500000,122.885239,68550000
2016-05-04,147.000000,149.000000,146.500000,147.000000,122.468681,52973000
2016-05-05,147.500000,148.500000,146.000000,147.500000,122.885239,38269000
2016-05-06,148.500000,148.500000,147.000000,148.000000,123.301804,36510000
2016-05-09,148.500000,149.000000,146.500000,147.500000,122.885239,38478000
2016-05-10,147.000000,148.000000,146.500000,147.000000,122.468681,29785000
2016-05-11,148.500000,149.000000,146.500000,147.000000,122.468681,40057000
2016-05-12,147.000000,148.000000,146.000000,146.000000,121.635536,23749000
2016-05-13,145.000000,145.500000,143.000000,144.000000,119.969322,60038000
2016-05-16,143.000000,145.500000,143.000000,144.500000,120.385880,31133000
2016-05-17,145.500000,147.000000,145.000000,147.000000,122.468681,30277000
2016-05-18,146.000000,147.000000,145.000000,147.000000,122.468681,31057000
2016-05-19,148.000000,148.500000,145.500000,147.000000,122.468681,35132000
2016-05-20,147.500000,149.500000,147.000000,148.500000,123.718353,36306000
2016-05-23,150.500000,154.500000,149.500000,154.000000,128.300507,50127000
2016-05-24,152.500000,153.500000,151.000000,151.000000,125.801163,24470000
